Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity
₹40.0 Lac,2 ,2Beds,,1Balcony,,600,,Mahavir Enclave,1 (Out of 4 Floors),Resale,Ready to Move,,"Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,
₹1.15 Cr,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,1115,,,2 (Out of 4 Floors),Resale,Ready to Move,,"D Block, Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.50 Cr, 320 Sq-yrd  3 ,3Beds,3Baths,3Balconies,,320sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"e 895 2nd floor, Chittaranjan Park Block E, New Delhi - South, Delhi NCR",Furnished,,,No/Rare Powercut
₹2.28 Cr,2 ,2Beds,2Baths,2Balconies,,1100,,D3 & D4 Vasant Kunj,2 (Out of 3 Floors),Resale,Ready to Move,,"Vasant Kunj., Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹3.25 Cr,3 ,3Beds,3Baths,1Balcony,,1550,Delhi Development Authority DDA,DDA Flat Pocket L,Ground (Out of 2 Floors),Resale,Ready to Move,,"Sheikh Sarai Phase 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Marble",,
₹93.0 Lac,3 ,3Beds,,,,1350,Delhi Development Authority DDA,DDA Paryavaran Apartments,2 (Out of 4 Floors),Resale,Ready to Move,,"DG-3 Paryavaran apartments, Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹1.13 Cr,2 ,2Beds,2Baths,,,1100,Cooperative Group Housing Society,Anupam Apartment,3 (Out of 7 Floors),Resale,Ready to Move,,"Vasundhara Enclave, New Delhi - East, Delhi NCR",Furnished,,,
₹34.8 Lac,2 ,2Beds,,1Balcony,,700,,,3 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Mahavir Enclave, Mahavir Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",12 Hours Available,No/Rare Powercut
₹2.30 Cr, 1800 Sq-ft  3 ,3Beds,4Baths,2Balconies,,1650,,,1 (Out of 4 Floors),Resale,Ready to Move,,"West Patel Nagar, New Delhi, West Patel Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Ceramic Tiles, Marble",,
₹2.55 Cr,3 ,3Beds,3Baths,3Balconies,,1836,Cooperative Group Housing Society,Project Gulmohar Enclave,3 (Out of 3 Floors),Resale,Ready to Move,,"Hauz khas New Delhi 110016, Green Park Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Vitrified",24 Hours Available,No/Rare Powercut
₹43.0 Lac,3 ,3Beds,2Baths,,,900,,,3 (Out of 3 Floors),Resale,Ready to Move,,"B block, om vihar, ram nagar, uttam nagar., Om Vihar, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹30.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,700,,,3 (Out of 5 Floors),Resale,Ready to Move,,"krishan kunj, Laxmi Nagar, Laxmi Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹75.0 Lac,2 ,2Beds,,,,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"F 226 Backside of commercial Road, Mansarover Garden, New Delhi 110015, Mansarover Garden, New Delhi - West, Delhi NCR",Unfurnished,,,
₹40.0 Lac, 500 Sq-ft  2 ,2Beds,,,,500,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"Shahpur Jat, New Delhi - South, Delhi NCR",Unfurnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹45.0 Lac, 550 Sq-ft  2 ,2Beds,,1Balcony,,450,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,,,
₹6.80 Cr,3 ,3Beds,4Baths,1Balcony,,1700,,,1 (Out of 4 Floors),Resale,Ready to Move,,"House no 32 Block C Neeti Bagh New Delhi, Neeti Bagh, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut
₹58.0 Lac, 750 Sq-ft  2 ,2Beds,2Baths,,,725,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Sector 3 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹80.0 Lac,2 ,2Beds,,,,600,,,1 (Out of 2 Floors),Resale,Ready to Move,,"Keshav Puram, New Delhi - North, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹1.75 Cr, 1600 Sq-ft  3 ,3Beds,2Baths,2Balconies,,1460,,,1 (Out of 7 Floors),Resale,Ready to Move,,"Sec 18B, Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Vitrified, Marble",,
₹2.75 Cr,3 ,3Beds,3Baths,2Balconies,,1180,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Janakpuri Block B1, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹38.0 Lac,2 ,2Beds,2Baths,,,620,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Vashisth Park, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹80.0 Lac, 1000 Sq-ft  2 ,2Beds,,1Balcony,,800,,,1 (Out of 3 Floors),Resale,Ready to Move,,"East Arjun Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹46.0 Lac,3 ,3Beds,2Baths,,1 Covered Parking,100sqyrd,,,2 (Out of 4 Floors),Resale,Ready to Move,,"B148 49 2nd Floor Gali No 19 Kiran Garden Uttam Nagar, Kiran Garden, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹45.0 Lac,2 ,2Beds,2Baths,1Balcony,,500,,,2 (Out of 4 Floors),Resale,Ready to Move,,"House no 1818 Street no. 9 Govindpuri Extension New Delhi, Govindpuri Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite",24 Hours Available,No/Rare Powercut
₹95.0 Lac, 1000 Sq-ft  2 ,2Beds,2Baths,1Balcony,,858,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Mayur Kunj New Delhi, New Ashok Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹96.0 Lac, 900 Sq-ft  2 ,2Beds,,1Balcony,,800,,,4 (Out of 4 Floors),Resale,Ready to Move,,"DDA MIG Flats, Nirman Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹3.25 Cr, 1200 Sq-ft  3 ,3Beds,3Baths,2Balconies,,1100,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,,,
₹1.65 Cr, 1550 Sq-ft  3 ,3Beds,3Baths,3Balconies,1 Covered Parking,1300,,,Ground (Out of 3 Floors),New Property,Ready to Move,,"House no. 103 G Zamrudpur New Delhi 110048, Zamrudpur, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹20.0 Lac, 550 Sq-ft  2 ,2Beds,,1Balcony,,300,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Building no 12 By 92 Block E Hauz Rani Malviya Nagar New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹57.0 Lac, 600 Sq-ft  2 ,2Beds,,1Balcony,,550,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Karol Bagh, New Delhi, Karol Bagh, New Delhi - Central, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹45.0 Lac,3 ,3Beds,2Baths,1Balcony,,1100,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Shahdara, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,
₹35.0 Lac,2 ,2Beds,2Baths,1Balcony,,603,,,2 (Out of 3 Floors),New Property,Ready to Move,,"A1-132 Mahavir enclave new delhi 45, Mahavir Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹19.0 Lac,2 ,2Beds,2Baths,1Balcony,,500,,,3 (Out of 4 Floors),Resale,Ready to Move,,"RZT26  kh no1311 Eblock Nangloi new delhi, Nihal Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹55.0 Lac,3 ,3Beds,2Baths,1Balcony,,803,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Shivani Enclave, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹75.0 Lac,3 ,3Beds,2Baths,1Balcony,,1100,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Rani Bagh-Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹4.50 Cr,3 ,3Beds,3Baths,,,1600,,,2 (Out of 4 Floors),Resale,Ready to Move,,"B 5 Bahadur Apartments civil lines, Civil Lines, New Delhi - North, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹1.25 Cr,2 ,2Beds,2Baths,,,68sqm,Cooperative Group Housing Society,Venus apartment,3 (Out of 4 Floors),Resale,Ready to Move,,"124 venus apartment near inder enclave opposite udyogh nagar 110087, Paschim Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.59 Cr,2 ,2Beds,2Baths,1Balcony,,1000,Cooperative Group Housing Society,Narmada Apartment,1 (Out of 2 Floors),Resale,Ready to Move,,"Flat No. (ON REQUEST) Narmada Apartment Alaknanda New Delhi  South Delhi NCR, Alaknanda, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹3.25 Cr,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,1700,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Rajdhani Enclave, New Delhi - West, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹26.0 Lac,2 ,2Beds,2Baths,,,446,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Plot No - 51 Ram Chander Enclave Mohan Garden, Mohan Garden, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,6 Hours Available,Less Than 2 Hour Powercut
₹2.0 Cr,2 ,2Beds,2Baths,1Balcony,,800,,,1 (Out of 3 Floors),Resale,Ready to Move,,"House no 42 Block E Greater Kailash Enclave 1 New Delhi 110048, Greater Kailash Enclave 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Mosaic, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹50.0 Lac,3 ,3Beds,3Baths,1Balcony,,924,,,3 (Out of 4 Floors),Resale,Ready to Move,,"House no 18 Block A Kalka Sai Apartment Rajpur Khurd New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.10 Cr,3 ,3Beds,2Baths,1Balcony,,968,,,Ground (Out of 1 Floors),Resale,Ready to Move,,"House no 1527, nawada bazar, najafgarh, new delhi 110043., Najafgarh, New Delhi - West, Delhi NCR",Semi-Furnished,"Mosaic, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.35 Cr, 2000 Sq-ft  3 ,3Beds,2Baths,2Balconies,,1500,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Flat no. 60 Munirka Vihar New Delhi, Munirka Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.15 Cr,2 ,2Beds,2Baths,,,754,,,2 (Out of 2 Floors),Resale,Ready to Move,,"House no 90 Street 4 Krishna Nagar Safdarjung Enclave New Delhi 110029, Safdarjung Enclave, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Marbonite",6 Hours Available,No/Rare Powercut
₹45.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,750,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Indira Park, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹3.50 Cr, 1800 Sq-ft  3 ,3Beds,3Baths,2Balconies,,1720,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Punjabi Bagh, New Delhi - West, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.05 Cr,2 ,2Beds,2Baths,,,1000sqm,Cooperative Group Housing Society,Surair canal view apartment,3 (Out of 3 Floors),Resale,Ready to Move,,"Sector 15 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.50 Cr, 1800 Sq-ft  3 ,3Beds,3Baths,2Balconies,,1600,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Flat No. 5 House no 17 Pal  Building Block N Green Park Extention New Delhi, Green Park Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut
₹61.0 Lac,2 ,2Beds,,1Balcony,,850,Delhi Development Authority DDA,DDA Pocket A1,Ground (Out of 4 Floors),Resale,Ready to Move,,"98- A, Pocket A-1 mayur vihar phase 3 new delhi 110096, Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹1.10 Cr, 1500 Sq-ft  3 ,3Beds,2Baths,1Balcony,,1200,,,1 (Out of 3 Floors),Resale,Ready to Move,,"New Delhi-East, Mayur Vihar 1, New Delhi - East, Delhi NCR",Unfurnished,,,
₹1.70 Cr,3 ,3Beds,2Baths,1Balcony,,1400,Delhi Development Authority DDA,DDA Navniti Apartment,Ground (Out of 6 Floors),Resale,Ready to Move,,"Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹42.4 Lac,3 ,3Beds,2Baths,1Balcony,,900,,,4 (Out of 4 Floors),Resale,Ready to Move,,"t45 4th floor jain colony part 1 uttam nagar west, Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹1.05 Cr,3 ,3Beds,2Baths,,,135sqyrd,,,1 (Out of 3 Floors),Resale,Ready to Move,,"P- Block, Rajouri Garden, Rajouri Garden, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹56.9 Lac,2 ,2Beds,,1Balcony,,500,Delhi Development Authority DDA,DDA Flats Block B4,2 (Out of 3 Floors),Resale,Ready to Move,,"near -keshav puram metro station, Keshav Puram, New Delhi - North, Delhi NCR",Semi-Furnished,Ceramic Tiles,6 Hours Available,No/Rare Powercut
₹1.0 Cr,3 ,3Beds,2Baths,1Balcony,,600,,,Lower Basement (Out of 4 Floors),Resale,Ready to Move,,"House no 89 Hari Nagar Ashram New Delhi, Ashram, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.40 Cr,2 ,2Beds,2Baths,,,624,Delhi Development Authority DDA,DDA Flats Pocket B,3 (Out of 4 Floors),Resale,Ready to Move,,"Flat No. 10 Pocket B DDA Flat Sarita Vihar New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,
₹43.0 Lac, 1000 Sq-ft  2 ,2Beds,2Baths,,1 Covered Parking,900,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,2 Hours Available,No/Rare Powercut
₹19.0 Lac,2 ,2Beds,,1Balcony,,400,,,3 (Out of 5 Floors),Resale,Ready to Move,,"New Delhi, Mandawali, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹79.0 Lac,2 ,2Beds,,,,55sqyrd,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"Moti Nagar, New Delhi - West, Delhi NCR",Unfurnished,"Mosaic, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.35 Cr,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,1100,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹72.0 Lac,2 ,2Beds,2Baths,,,900,,,3 (Out of 4 Floors),Resale,Ready to Move,,"724 3rd floor Ramesh Nagar, New Delhi 110015, Ramesh Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹32.0 Lac,2 ,2Beds,,,,700,,,1 (Out of 2 Floors),Resale,Ready to Move,,"2719 street no 69 B Block sant nagar, Sant Nagar Burari, New Delhi - North, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut
₹40.0 Lac,3 ,3Beds,2Baths,,1 Covered Parking,950,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹75.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,1050,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Rani Bagh-Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.25 Cr,3 ,3Beds,2Baths,3Balconies,1 Covered Parking,1400,Delhi Development Authority DDA,DDA HIG Flats Jasola Vihar Sector 9A,4 (Out of 10 Floors),Resale,Ready to Move,2.0,"jasola vihar new delhi., Jasola Vihar, New Delhi - South, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.10 Cr,2 ,2Beds,2Baths,1Balcony,,800,Delhi Development Authority DDA,DDA Pocket C,1 (Out of 3 Floors),Resale,Ready to Move,,"Mayur Vihar 2, New Delhi, Mayur Vihar 2, New Delhi - East, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹35.0 Lac,2 ,2Beds,2Baths,,,900,JVTS Group,JVTS Gardens,4 (Out of 6 Floors),Resale,Ready to Move,,"Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹42.0 Lac,2 ,2Beds,2Baths,,,85sqyrd,,,2 (Out of 2 Floors),Resale,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut
₹81.0 Lac,3 ,3Beds,2Baths,,,810,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Plot no14 15 Vivanta Residency Mataila Extn Uttam Nagar110059, Matiala Extension, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,,
₹33.0 Lac,2 ,2Beds,2Baths,1Balcony,,70sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Basai darapur New delhi, Basai Darapur, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹85.0 Lac,3 ,3Beds,2Baths,1Balcony,,800,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Rani Bagh-Pitampura, New Delhi - West, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",,
₹2.65 Cr, 1748 Sq-ft  3 ,3Beds,3Baths,3Balconies,3 Covered Parking,1400,,,9 (Out of 14 Floors),Resale,Ready to Move,2.0,"Flat no. 3094 Block 3 DDA HIG Flats Jasola Vihar New Delhi, Jasola Vihar, New Delhi - South, Delhi NCR",Unfurnished,"Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹23.5 Lac,2 ,2Beds,,1Balcony,,450,,,2 (Out of 4 Floors),Resale,Ready to Move,,"J extension, Laxmi Nagar, New Delhi - East, Delhi NCR",Unfurnished,Marble,,
₹25.0 Lac,2 ,2Beds,,1Balcony,,520,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Santosh Park, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Granite",,
₹2.40 Cr,3 ,3Beds,3Baths,3Balconies,,1200,DLF Ltd.,DLF Capital Greens 1 and 2,Ground (Out of 26 Floors),Resale,Ready to Move,,"Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹62.0 Lac,3 ,3Beds,3Baths,1Balcony,,1100,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"House no 159 Block D Freedom Fighter Enclave New Delhi, Freedom Fighters Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut
₹28.0 Lac,2 ,2Beds,2Baths,,,70sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Tilak Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹55.0 Lac,3 ,3Beds,2Baths,,,750,,,Lower Basement (Out of 4 Floors),Resale,Ready to Move,,"House no. 95C Block C KalkajI New Delhi, Kalkaji, New Delhi - South, Delhi NCR",Furnished,"Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.25 Cr,3 ,3Beds,4Baths,,,650,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Sunder Nagri, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,
₹35.0 Lac, 630 Sq-ft  2 ,2Beds,2Baths,1Balcony,,610,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Z 79 UGF Back Side Dyal Sar Road Uttam Nagar West 110059, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹31.0 Lac,2 ,2Beds,,1Balcony,,500,,,3 (Out of 3 Floors),Resale,Ready to Move,,"B621 Rohini Sector 17 Delhi 110089, Sector 17 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,
₹89.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,600,,,3 (Out of 4 Floors),Rent,Ready to Move,,"House no 99 Flat no. C7 Ekta Apartment Gautam Nagar New Delhi, Gautam Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut
₹2.20 Cr,3 ,3Beds,4Baths,3Balconies,1 Covered Parking,1750,,,2 (Out of 4 Floors),New Property,Ready to Move,,"House no 296 Masjid Moth New Delhi, Masjid Moth, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Marbonite",24 Hours Available,No/Rare Powercut
₹34.0 Lac,2 ,2Beds,2Baths,1Balcony,,460,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Laxmi Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹36.0 Lac,2 ,2Beds,2Baths,1Balcony,,75sqyrd,,,2 (Out of 5 Floors),Resale,Ready to Move,,"Vipin Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹2.30 Cr,3 ,3Beds,2Baths,2Balconies,,1200,Cooperative Group Housing Society,Supreme Enclave,Ground (Out of 7 Floors),Resale,Ready to Move,,"Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,,
₹2.25 Cr,3 ,3Beds,3Baths,2Balconies,,1650,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹75.0 Lac,2 ,2Beds,,1Balcony,,750,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Tagore Park, New Delhi - North, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹2.35 Cr, 1600 Sq-ft  3 ,3Beds,4Baths,,,1300,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Flat no. 8A Pocket B Gangotri Enclave Alaknanda New Delhi, Gangotri Enclave, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",2 Hours Available,No/Rare Powercut
₹1.70 Cr, 1800 Sq-ft  3 ,3Beds,2Baths,2Balconies,,1690,,,2 (Out of 2 Floors),New Property,Ready to Move,,"Punjabi Bagh West, New Delhi, Punjabi Bagh West, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹38.5 Lac,3 ,3Beds,2Baths,,,920,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹32.0 Lac, 620 Sq-ft  2 ,2Beds,2Baths,1Balcony,,600,,,4 (Out of 4 Floors),Resale,Ready to Move,2.0,"Bhagwati garden Gali no.17jain RoadDwarka, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.85 Cr,3 ,3Beds,3Baths,2Balconies,,1809,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Chitra Vihar, New Delhi - East, Delhi NCR",Unfurnished,,,
₹32.0 Lac,2 ,2Beds,2Baths,1Balcony,,520,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Mahavir Enclave, New Delhi - West, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,
